start,end,file,Lithobates palustris_Pickerel Frog,Melospiza melodia_Song Sparrow,Aix sponsa_Wood Duck,Turdus migratorius_American Robin,Sayornis phoebe_Eastern Phoebe,Sitta carolinensis_White-breasted Nuthatch,Botaurus lentiginosus_American Bittern,Poecile atricapillus_Black-capped Chickadee,Catharus guttatus_Hermit Thrush,Megaceryle alcyon_Belted Kingfisher,Regulus satrapa_Golden-crowned Kinglet,Zonotrichia leucophrys_White-crowned Sparrow,Anas platyrhynchos_Mallard,Anas crecca_Green-winged Teal,Mareca strepera_Gadwall,Dryobates villosus_Hairy Woodpecker,Strix varia_Barred Owl,Haliaeetus leucocephalus_Bald Eagle,Certhia americana_Brown Creeper,Cyanocitta cristata_Blue Jay,Sialia sialis_Eastern Bluebird,Haemorhous purpureus_Purple Finch,Buteo platypterus_Broad-winged Hawk,Baeolophus bicolor_Tufted Titmouse,Quiscalus quiscula_Common Grackle,Spinus pinus_Pine Siskin,Sitta canadensis_Red-breasted Nuthatch,Setophaga coronata_Yellow-rumped Warbler,Junco hyemalis_Dark-eyed Junco
0.0,3.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240410_161000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240404_153300.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240414_161900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240402_142400.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240409_162900.WAV,0.40176132321357727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240409_162900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240405_140700.WAV,,,0.9719664454460144,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240405_140700.WAV,,,0.9572121500968933,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240405_140700.WAV,,,0.5949511528015137,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240405_140700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240403_155500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240407_151900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240410_061000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240416_070700.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240409_062900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240405_144200.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240414_061900.WAV,,,,,,,,,0.7067229747772217,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240414_061900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240414_061900.WAV,,,0.8751567006111145,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240414_061900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240414_061900.WAV,,,,,,,,,0.7440910339355469,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240414_061900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240414_061900.WAV,,,0.8573698997497559,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240414_061900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240414_061900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240414_061900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240414_061900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240414_061900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240414_061900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240414_061900.WAV,,,,,,,,,0.5904620885848999,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240414_061900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240414_061900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240414_061900.WAV,,,,,,,,,0.48902377486228943,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240414_061900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240414_061900.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,39.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,42.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,45.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,48.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,51.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,54.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,55.0,20240403_151000.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,20240410_065500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,6.0,20240410_065500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,9.0,20240410_065500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,12.0,20240410_065500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,15.0,20240410_065500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,18.0,20240410_065500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,21.0,20240410_065500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,24.0,20240410_065500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,27.0,20240410_065500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,30.0,20240410_065500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,33.0,20240410_065500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,36.0,20240410_065500.WAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
